step,episode,ep_reward,ep_steps,success,p_hidden_mean,collision_rate,oob_rate,critic_loss,actor_loss,coverage_loss,alpha,rew_env,rew_coverage,rew_exploration
2082,651,-3.0000,1,0,0.8785,1.000,0.000,0.0000,0.0000,0.1295,0.2000,-3.0000,0.3375,0.0000
2083,652,-3.0000,1,0,0.8564,1.000,0.000,0.0000,0.0000,0.1550,0.2000,-3.0000,0.2893,0.0000
2093,653,-20.0000,10,0,0.7728,0.600,0.400,0.0000,0.0000,0.3898,0.2000,-20.0000,0.4325,0.0000
2094,654,-3.0000,1,0,0.8793,1.000,0.000,0.0000,0.0000,0.1287,0.2000,-3.0000,0.5112,0.0000
2104,655,-20.0000,10,0,0.7753,0.700,0.300,0.0000,0.0000,0.2560,0.2000,-20.0000,0.6415,0.0000
2105,656,-3.0000,1,0,0.8714,1.000,0.000,0.0000,0.0000,0.1377,0.2000,-3.0000,0.3248,0.0000
2107,657,-5.0000,2,0,0.8660,0.500,0.500,0.0000,0.0000,0.1441,0.2000,-5.0000,0.4232,0.0000
2108,658,-3.0000,1,0,0.8735,1.000,0.000,0.0000,0.0000,0.1352,0.2000,-3.0000,0.3657,0.0000
2109,659,-3.0000,1,0,0.8702,1.000,0.000,0.0000,0.0000,0.1390,0.2000,-3.0000,0.3701,0.0000
2110,660,-3.0000,1,0,0.8907,1.000,0.000,0.0000,0.0000,0.1157,0.2000,-3.0000,0.2287,0.0000
2111,661,-3.0000,1,0,0.8971,1.000,0.000,0.0000,0.0000,0.1085,0.2000,-3.0000,0.3978,0.0000
2112,662,-3.0000,1,0,0.9046,1.000,0.000,0.0000,0.0000,0.1003,0.2000,-3.0000,0.3282,0.0000
2113,663,-3.0000,1,0,0.8797,1.000,0.000,0.0000,0.0000,0.1282,0.2000,-3.0000,0.5009,0.0000
2114,664,-3.0000,1,0,0.9049,1.000,0.000,0.0000,0.0000,2.3528,0.2000,-3.0000,0.3325,0.0000
2124,665,-20.0000,10,0,0.8321,0.600,0.400,0.0000,0.0000,0.1849,0.2000,-20.0000,0.5902,0.0000
2132,666,-17.0000,8,0,0.8268,0.625,0.375,0.0000,0.0000,1.3099,0.2000,-17.0000,0.5353,0.0000
2141,667,-19.0000,9,0,0.7986,0.667,0.333,0.0000,0.0000,0.2267,0.2000,-19.0000,0.6746,0.0000
2144,668,-7.0000,3,0,0.8382,0.333,0.667,0.0000,0.0000,0.6936,0.2000,-7.0000,0.3612,0.0000
2145,669,-3.0000,1,0,0.8862,1.000,0.000,0.0000,0.0000,0.1208,0.2000,-3.0000,0.2850,0.0000
2146,670,-3.0000,1,0,0.8923,1.000,0.000,0.0000,0.0000,0.1139,0.2000,-3.0000,0.5123,0.0000
2151,671,-11.0000,5,0,0.8227,0.600,0.400,0.0000,0.0000,0.1967,0.2000,-11.0000,0.6642,0.0000
2152,672,-3.0000,1,0,0.8724,1.000,0.000,0.0000,0.0000,0.1365,0.2000,-3.0000,0.3110,0.0000
2162,673,-20.0000,10,0,0.8058,0.700,0.300,0.0000,0.0000,0.2169,0.2000,-20.0000,0.6547,0.0000
2167,674,-11.0000,5,0,0.8657,0.600,0.400,0.0000,0.0000,0.5080,0.2000,-11.0000,0.3892,0.0000
2168,675,-3.0000,1,0,0.9119,1.000,0.000,0.0000,0.0000,0.0922,0.2000,-3.0000,0.2880,0.0000
2170,676,-5.0000,2,0,0.8936,0.500,0.500,0.0000,0.0000,0.1128,0.2000,-5.0000,0.2472,0.0000
2174,677,-9.0000,4,0,0.8847,0.500,0.500,0.0000,0.0000,0.1229,0.2000,-9.0000,0.2442,0.0000
2176,678,-5.0000,2,0,0.9034,0.500,0.500,0.0000,0.0000,0.1016,0.2000,-5.0000,0.2237,0.0000
2177,679,-3.0000,1,0,0.9063,1.000,0.000,0.0000,0.0000,0.0984,0.2000,-3.0000,0.3075,0.0000
2178,680,-3.0000,1,0,0.9037,1.000,0.000,0.0000,0.0000,0.1013,0.2000,-3.0000,0.3922,0.0000
2180,681,-5.0000,2,0,0.8986,1.000,0.000,0.0000,0.0000,0.1072,0.2000,-5.0000,0.2855,0.0000
2181,682,-3.0000,1,0,0.8844,1.000,0.000,0.0000,0.0000,0.1228,0.2000,-3.0000,0.1786,0.0000
2191,683,-20.0000,10,0,0.8248,0.700,0.300,0.0000,0.0000,1.5546,0.2000,-20.0000,0.5593,0.0000
2192,684,-3.0000,1,0,0.8966,1.000,0.000,0.0000,0.0000,0.1091,0.2000,-3.0000,0.5174,0.0000
2197,685,-11.0000,5,0,0.8026,0.600,0.400,0.0000,0.0000,0.2209,0.2000,-11.0000,0.5564,0.0000
2202,686,-11.0000,5,0,0.8479,0.200,0.800,0.0000,0.0000,0.1655,0.2000,-11.0000,0.5987,0.0000
2203,687,-3.0000,1,0,0.8905,1.000,0.000,0.0000,0.0000,0.1160,0.2000,-3.0000,0.4144,0.0000
2208,688,-11.0000,5,0,0.8123,1.000,0.000,0.0000,0.0000,0.2097,0.2000,-11.0000,0.7715,0.0000
2209,689,-3.0000,1,0,0.8978,1.000,0.000,0.0000,0.0000,0.1078,0.2000,-3.0000,0.5533,0.0000
2219,690,-8.0422,10,0,0.7858,0.400,0.500,0.0000,0.0000,0.7741,0.2000,-8.0713,0.8352,0.1267
2221,691,-5.0000,2,0,0.8394,1.000,0.000,0.0000,0.0000,0.1780,0.2000,-5.0000,0.6717,0.0000
2231,692,-20.0000,10,0,0.7573,0.600,0.400,0.0000,0.0000,0.2794,0.2000,-20.0000,0.7119,0.0000
2233,693,-5.0000,2,0,0.8362,1.000,0.000,0.0000,0.0000,0.1801,0.2000,-5.0000,0.5048,0.0000
2234,694,-3.0000,1,0,0.8920,1.000,0.000,0.0000,0.0000,0.1143,0.2000,-3.0000,0.6576,0.0000
2235,695,-3.0000,1,0,0.8691,1.000,0.000,0.0000,0.0000,0.1403,0.2000,-3.0000,0.5120,0.0000
2237,696,-5.0000,2,0,0.8234,1.000,0.000,0.0000,0.0000,0.1954,0.2000,-5.0000,0.3007,0.0000
2238,697,-3.0000,1,0,0.9041,1.000,0.000,0.0000,0.0000,0.1008,0.2000,-3.0000,0.5248,0.0000
2239,698,-3.0000,1,0,0.8877,1.000,0.000,0.0000,0.0000,0.1192,0.2000,-3.0000,0.4015,0.0000
2243,699,-9.0000,4,0,0.8130,0.500,0.500,0.0000,0.0000,0.2087,0.2000,-9.0000,0.3380,0.0000
2244,700,-3.0000,1,0,0.9097,1.000,0.000,0.0000,0.0000,0.0947,0.2000,-3.0000,0.3620,0.0000
2245,701,-3.0000,1,0,0.8615,1.000,0.000,0.0000,0.0000,0.1491,0.2000,-3.0000,0.3016,0.0000
2248,702,-7.0000,3,0,0.8433,0.667,0.333,0.0000,0.0000,0.1710,0.2000,-7.0000,0.2911,0.0000
2249,703,-3.0000,1,0,0.8685,1.000,0.000,0.0000,0.0000,0.1410,0.2000,-3.0000,0.4066,0.0000
2259,704,-20.0000,10,0,0.8383,0.600,0.400,0.0000,0.0000,0.7513,0.2000,-20.0000,0.5238,0.0000
2260,705,-3.0000,1,0,0.9139,1.000,0.000,0.0000,0.0000,0.0901,0.2000,-3.0000,0.2140,0.0000
2264,706,-9.0000,4,0,0.8459,0.250,0.750,0.0000,0.0000,0.1683,0.2000,-9.0000,0.2955,0.0000
2271,707,-15.0000,7,0,0.8414,0.857,0.143,0.0000,0.0000,0.1746,0.2000,-15.0000,0.7427,0.0000
2273,708,-5.0000,2,0,0.8366,1.000,0.000,0.0000,0.0000,0.1789,0.2000,-5.0000,0.3224,0.0000
2275,709,-5.0000,2,0,0.8262,1.000,0.000,0.0000,0.0000,0.1924,0.2000,-5.0000,0.3363,0.0000
2276,710,-3.0000,1,0,0.8833,1.000,0.000,0.0000,0.0000,0.1241,0.2000,-3.0000,0.3166,0.0000
2278,711,-5.0000,2,0,0.8793,0.500,0.500,0.0000,0.0000,0.1297,0.2000,-5.0000,0.4667,0.0000
2282,712,-9.0000,4,0,0.8567,0.750,0.250,0.0000,0.0000,0.1555,0.2000,-9.0000,0.3571,0.0000
2283,713,-3.0000,1,0,0.8974,1.000,0.000,0.0000,0.0000,0.1082,0.2000,-3.0000,0.3020,0.0000
2289,714,-13.0000,6,0,0.8240,0.667,0.333,0.0000,0.0000,0.9504,0.2000,-13.0000,0.4787,0.0000
2292,715,-7.0000,3,0,0.8643,0.333,0.667,0.0000,0.0000,0.1462,0.2000,-7.0000,0.1600,0.0000
2294,716,-5.0000,2,0,0.8569,1.000,0.000,0.0000,0.0000,0.9195,0.2000,-5.0000,0.3768,0.0000
2295,717,-3.0000,1,0,0.9168,1.000,0.000,0.0000,0.0000,0.0869,0.2000,-3.0000,0.3410,0.0000
2298,718,-7.0000,3,0,0.8655,0.333,0.667,0.0000,0.0000,0.1453,0.2000,-7.0000,0.2948,0.0000
2300,719,-5.0000,2,0,0.8922,0.500,0.500,0.0000,0.0000,0.1140,0.2000,-5.0000,0.1525,0.0000
2307,720,-15.0000,7,0,0.8485,0.571,0.429,0.0000,0.0000,1.0727,0.2000,-15.0000,0.6879,0.0000
2308,721,-3.0000,1,0,0.9065,1.000,0.000,0.0000,0.0000,0.0982,0.2000,-3.0000,0.6307,0.0000
2309,722,-3.0000,1,0,0.8903,1.000,0.000,0.0000,0.0000,0.1162,0.2000,-3.0000,0.2288,0.0000
2311,723,7.8362,2,0,0.8509,0.500,0.000,0.0000,0.0000,1.9249,0.2000,7.4865,0.3834,0.0591
2321,724,-20.0000,10,0,0.7806,0.600,0.400,0.0000,0.0000,1.5784,0.2000,-20.0000,0.7380,0.0000
2322,725,-3.0000,1,0,0.8328,1.000,0.000,0.0000,0.0000,0.1830,0.2000,-3.0000,0.7978,0.0000
2332,726,-20.0000,10,0,0.6277,0.400,0.600,0.0000,0.0000,0.8120,0.2000,-20.0000,0.8574,0.0000
2342,727,-21.0000,10,0,0.5585,0.500,0.500,0.0000,0.0000,0.7239,0.2000,-21.0000,1.2567,0.0000
2345,728,-7.0000,3,0,0.5566,0.667,0.333,0.0000,0.0000,0.5948,0.2000,-7.0000,0.7238,0.0000
2346,729,-3.0000,1,0,0.6197,1.000,0.000,0.0000,0.0000,0.4785,0.2000,-3.0000,0.8201,0.0000
2348,730,-5.0000,2,0,0.5845,1.000,0.000,0.0000,0.0000,0.5507,0.2000,-5.0000,0.9255,0.0000
2349,731,-3.0000,1,0,0.6631,1.000,0.000,0.0000,0.0000,0.4109,0.2000,-3.0000,0.7726,0.0000
2351,732,-5.0000,2,0,0.5769,1.000,0.000,0.0000,0.0000,0.5576,0.2000,-5.0000,0.8013,0.0000
2352,733,-3.0000,1,0,0.5970,1.000,0.000,0.0000,0.0000,0.5159,0.2000,-3.0000,0.6506,0.0000
2353,734,-3.0000,1,0,0.7292,1.000,0.000,0.0000,0.0000,0.3158,0.2000,-3.0000,1.1391,0.0000
2354,735,-3.0000,1,0,0.6452,1.000,0.000,0.0000,0.0000,0.4381,0.2000,-3.0000,0.7065,0.0000
2356,736,-5.0000,2,0,0.5606,1.000,0.000,0.0000,0.0000,0.5881,0.2000,-5.0000,0.6587,0.0000
2357,737,-3.0000,1,0,0.6240,1.000,0.000,0.0000,0.0000,0.4717,0.2000,-3.0000,0.7221,0.0000
2358,738,-3.0000,1,0,0.7481,1.000,0.000,0.0000,0.0000,0.2902,0.2000,-3.0000,1.1990,0.0000
2359,739,-3.0000,1,0,0.7460,1.000,0.000,0.0000,0.0000,0.2931,0.2000,-3.0000,0.8000,0.0000
2364,740,-11.0000,5,0,0.5761,0.400,0.600,0.0000,0.0000,0.6669,0.2000,-11.0000,0.9940,0.0000
2365,741,-3.0000,1,0,0.7422,1.000,0.000,0.0000,0.0000,0.2982,0.2000,-3.0000,0.8384,0.0000
2375,742,-20.0000,10,0,0.5235,0.500,0.500,0.0000,0.0000,0.6523,0.2000,-20.0000,0.9867,0.0000
2376,743,-3.0000,1,0,0.7621,1.000,0.000,0.0000,0.0000,0.2717,0.2000,-3.0000,0.7421,0.0000
2377,744,-3.0000,1,0,0.7687,1.000,0.000,0.0000,0.0000,0.2631,0.2000,-3.0000,1.0157,0.0000
2387,745,-20.0000,10,0,0.6054,0.600,0.400,0.0000,0.0000,0.5365,0.2000,-20.0000,1.0503,0.0000
2393,746,-13.0000,6,0,0.6645,0.667,0.333,0.0000,0.0000,0.4119,0.2000,-13.0000,0.8557,0.0000
2394,747,-3.0000,1,0,0.8390,1.000,0.000,0.0000,0.0000,0.1756,0.2000,-3.0000,0.5252,0.0000
2395,748,-3.0000,1,0,0.8334,1.000,0.000,0.0000,0.0000,0.1823,0.2000,-3.0000,0.5877,0.0000
2405,749,-20.0000,10,0,0.7264,0.500,0.500,0.0000,0.0000,0.4789,0.2000,-20.0000,1.0732,0.0000
2406,750,-3.0000,1,0,0.8779,1.000,0.000,0.0000,0.0000,0.1302,0.2000,-3.0000,0.3465,0.0000
2409,751,-7.0000,3,0,0.8170,0.333,0.667,0.0000,0.0000,0.2026,0.2000,-7.0000,0.2347,0.0000
2410,752,-3.0000,1,0,0.8940,1.000,0.000,0.0000,0.0000,0.1121,0.2000,-3.0000,0.8469,0.0000
2411,753,-3.0000,1,0,0.8851,1.000,0.000,0.0000,0.0000,0.1220,0.2000,-3.0000,0.7310,0.0000
2412,754,-3.0000,1,0,0.8667,1.000,0.000,0.0000,0.0000,0.1431,0.2000,-3.0000,0.4413,0.0000
2413,755,-3.0000,1,0,0.8902,1.000,0.000,0.0000,0.0000,0.1163,0.2000,-3.0000,0.5564,0.0000
2423,756,-17.7109,10,0,0.7490,0.400,0.500,0.0000,0.0000,0.7721,0.2000,-17.8587,0.7733,0.1471
2424,757,-3.0000,1,0,0.8858,1.000,0.000,0.0000,0.0000,0.1213,0.2000,-3.0000,0.6756,0.0000
2426,758,-5.0000,2,0,0.8155,0.500,0.500,0.0000,0.0000,0.2066,0.2000,-5.0000,0.6838,0.0000
2429,759,-7.0000,3,0,0.7686,0.333,0.667,0.0000,0.0000,0.2659,0.2000,-7.0000,0.5947,0.0000
2435,760,-13.0000,6,0,0.8038,0.500,0.500,0.0000,0.0000,0.2195,0.2000,-13.0000,0.7133,0.0000
2436,761,-3.0000,1,0,0.8912,1.000,0.000,0.0000,0.0000,0.1152,0.2000,-3.0000,0.5472,0.0000
2441,762,-11.0000,5,0,0.7937,0.600,0.400,0.0000,0.0000,0.9699,0.2000,-11.0000,0.8613,0.0000
2445,763,-9.0000,4,0,0.7970,0.500,0.500,0.0000,0.0000,0.2277,0.2000,-9.0000,0.2487,0.0000
2446,764,-3.0000,1,0,0.8755,1.000,0.000,0.0000,0.0000,0.1330,0.2000,-3.0000,0.3156,0.0000
2449,765,-7.0000,3,0,0.8072,1.000,0.000,0.0000,0.0000,0.2162,0.2000,-7.0000,0.4811,0.0000
2455,766,-13.0000,6,0,0.7707,0.667,0.333,0.0000,0.0000,0.2629,0.2000,-13.0000,0.9158,0.0000
2457,767,-5.0000,2,0,0.8940,0.500,0.500,0.0000,0.0000,0.1121,0.2000,-5.0000,0.4424,0.0000
2467,768,-20.0000,10,0,0.7730,0.400,0.600,0.0000,0.0000,0.7830,0.2000,-20.0000,0.6354,0.0000
2477,769,-20.0000,10,0,0.7619,0.400,0.600,0.0000,0.0000,1.2630,0.2000,-20.0000,0.8898,0.0000
2478,770,-3.0000,1,0,0.8661,1.000,0.000,0.0000,0.0000,0.1438,0.2000,-3.0000,0.6807,0.0000
2479,771,-3.0000,1,0,0.8477,1.000,0.000,0.0000,0.0000,0.1653,0.2000,-3.0000,0.5322,0.0000
2481,772,-5.0000,2,0,0.7377,1.000,0.000,0.0000,0.0000,0.3105,0.2000,-5.0000,0.7647,0.0000
2489,773,-17.0000,8,0,0.6863,0.625,0.375,0.0000,0.0000,0.3818,0.2000,-17.0000,1.2001,0.0000
2490,774,-3.0000,1,0,0.8184,1.000,0.000,0.0000,0.0000,0.2005,0.2000,-3.0000,0.7631,0.0000
2492,775,-5.0000,2,0,0.7599,0.500,0.500,0.0000,0.0000,0.2761,0.2000,-5.0000,0.7710,0.0000
2496,776,-9.0000,4,0,0.7206,0.250,0.750,0.0000,0.0000,1.2895,0.2000,-9.0000,0.3727,0.0000
2497,777,-3.0000,1,0,0.8460,1.000,0.000,0.0000,0.0000,0.1672,0.2000,-3.0000,0.6263,0.0000
2498,778,-3.0000,1,0,0.8514,1.000,0.000,0.0000,0.0000,0.1609,0.2000,-3.0000,0.8259,0.0000
2503,779,-11.0000,5,0,0.7217,0.400,0.600,0.0000,0.0000,0.3282,0.2000,-11.0000,0.8662,0.0000
2510,780,-15.0000,7,0,0.6873,0.714,0.286,0.0000,0.0000,0.3788,0.2000,-15.0000,1.0645,0.0000
2511,781,-3.0000,1,0,0.8040,1.000,0.000,0.0000,0.0000,0.2182,0.2000,-3.0000,0.3929,0.0000
2521,782,-17.0095,10,0,0.7089,0.400,0.500,0.0000,0.0000,0.3459,0.2000,-17.4460,0.7158,0.0982
2524,783,-7.0000,3,0,0.8036,0.333,0.667,0.0000,0.0000,0.2205,0.2000,-7.0000,0.4963,0.0000
2531,784,-15.0000,7,0,0.7876,0.571,0.429,0.0000,0.0000,0.2407,0.2000,-15.0000,1.0086,0.0000
2533,785,-5.0000,2,0,0.8421,0.500,0.500,0.0000,0.0000,0.1740,0.2000,-5.0000,0.6268,0.0000
2535,786,-5.0000,2,0,0.8343,1.000,0.000,0.0000,0.0000,0.1843,0.2000,-5.0000,0.7014,0.0000
2545,787,-21.0000,10,0,0.7888,0.500,0.500,0.0000,0.0000,0.4727,0.2000,-21.0000,0.5353,0.0000
2546,788,-3.0000,1,0,0.8833,1.000,0.000,0.0000,0.0000,0.1241,0.2000,-3.0000,0.3775,0.0000
2547,789,-3.0000,1,0,0.8808,1.000,0.000,0.0000,0.0000,0.1269,0.2000,-3.0000,0.4319,0.0000
2549,790,-5.0000,2,0,0.8567,1.000,0.000,0.0000,0.0000,0.1563,0.2000,-5.0000,0.4715,0.0000
2555,791,-13.0000,6,0,0.7921,0.500,0.500,0.0000,0.0000,0.8601,0.2000,-13.0000,0.7079,0.0000
2556,792,-3.0000,1,0,0.9137,1.000,0.000,0.0000,0.0000,0.0903,0.2000,-3.0000,0.4497,0.0000
2557,793,-3.0000,1,0,0.9124,1.000,0.000,0.0000,0.0000,0.0917,0.2000,-3.0000,0.5932,0.0000
2560,794,-7.0000,3,0,0.8476,0.333,0.667,0.0000,0.0000,1.9476,0.2000,-7.0000,0.3933,0.0000
2561,795,-3.0000,1,0,0.9169,1.000,0.000,0.0000,0.0000,0.0868,0.2000,-3.0000,0.6357,0.0000
2563,796,-5.0000,2,0,0.8594,1.000,0.000,0.0000,0.0000,0.1524,0.2000,-5.0000,0.3091,0.0000
2564,797,-3.0000,1,0,0.9100,1.000,0.000,0.0000,0.0000,0.0943,0.2000,-3.0000,0.1012,0.0000
2566,798,-5.0000,2,0,0.8294,0.500,0.500,0.0000,0.0000,0.1902,0.2000,-5.0000,0.6433,0.0000
2568,799,-5.0000,2,0,0.8251,1.000,0.000,0.0000,0.0000,0.1935,0.2000,-5.0000,0.4734,0.0000
2578,800,-20.0000,10,0,0.7484,0.800,0.200,0.0000,0.0000,1.4391,0.2000,-20.0000,0.8754,0.0000
2583,801,-11.0000,5,0,0.7808,1.000,0.000,0.0000,0.0000,0.2493,0.2000,-11.0000,0.8859,0.0000
2584,802,-3.0000,1,0,0.8740,1.000,0.000,0.0000,0.0000,0.1347,0.2000,-3.0000,1.1064,0.0000
2585,803,-3.0000,1,0,0.8664,1.000,0.000,0.0000,0.0000,0.1434,0.2000,-3.0000,0.6567,0.0000
2586,804,-3.0000,1,0,0.8698,1.000,0.000,0.0000,0.0000,0.1395,0.2000,-3.0000,0.8055,0.0000
2587,805,-3.0000,1,0,0.7961,1.000,0.000,0.0000,0.0000,0.2280,0.2000,-3.0000,0.6676,0.0000
2588,806,-3.0000,1,0,0.8557,1.000,0.000,0.0000,0.0000,0.1559,0.2000,-3.0000,0.4695,0.0000
2591,807,-7.0000,3,0,0.7398,0.333,0.667,0.0000,0.0000,0.3077,0.2000,-7.0000,0.5813,0.0000
2601,808,-20.0000,10,0,0.6950,0.500,0.500,0.0000,0.0000,0.3657,0.2000,-20.0000,0.8977,0.0000
2602,809,-3.0000,1,0,0.8428,1.000,0.000,0.0000,0.0000,0.1710,0.2000,-3.0000,0.5966,0.0000
2604,810,-5.0000,2,0,0.7959,1.000,0.000,0.0000,0.0000,0.2324,0.2000,-5.0000,0.6982,0.0000
2605,811,-3.0000,1,0,0.8774,1.000,0.000,0.0000,0.0000,0.1308,0.2000,-3.0000,0.3957,0.0000
2606,812,-3.0000,1,0,0.8514,1.000,0.000,0.0000,0.0000,0.1609,0.2000,-3.0000,0.6021,0.0000
2607,813,-3.0000,1,0,0.8829,1.000,0.000,0.0000,0.0000,0.1246,0.2000,-3.0000,0.5715,0.0000
2616,814,-19.0000,9,0,0.7361,0.556,0.444,0.0000,0.0000,0.3107,0.2000,-19.0000,1.0984,0.0000
2617,815,-3.0000,1,0,0.8957,1.000,0.000,0.0000,0.0000,0.1101,0.2000,-3.0000,0.5939,0.0000
2622,816,-11.0000,5,0,0.8370,0.400,0.600,0.0000,0.0000,0.1788,0.2000,-11.0000,0.6319,0.0000
2627,817,-11.0000,5,0,0.8187,0.600,0.400,0.0000,0.0000,0.2021,0.2000,-11.0000,0.9387,0.0000
2634,818,-15.0000,7,0,0.8042,0.714,0.286,0.0000,0.0000,0.2187,0.2000,-15.0000,0.5748,0.0000
2638,819,-9.0000,4,0,0.8401,1.000,0.000,0.0000,0.0000,0.1757,0.2000,-9.0000,0.4426,0.0000
2639,820,-3.0000,1,0,0.9011,1.000,0.000,0.0000,0.0000,0.1042,0.2000,-3.0000,0.2655,0.0000
2649,821,-20.0000,10,0,0.8206,0.400,0.600,0.0000,0.0000,0.4860,0.2000,-20.0000,0.4747,0.0000
2650,822,-3.0000,1,0,0.9289,1.000,0.000,0.0000,0.0000,0.0738,0.2000,-3.0000,0.2824,0.0000
2651,823,-3.0000,1,0,0.9289,1.000,0.000,0.0000,0.0000,0.0738,0.2000,-3.0000,0.2672,0.0000
2653,824,-5.0000,2,0,0.9125,0.500,0.500,0.0000,0.0000,0.0918,0.2000,-5.0000,0.4219,0.0000
2658,825,-11.0000,5,0,0.8761,0.800,0.200,0.0000,0.0000,0.1329,0.2000,-11.0000,0.5625,0.0000
2659,826,-3.0000,1,0,0.9151,1.000,0.000,0.0000,0.0000,0.0887,0.2000,-3.0000,0.4531,0.0000
2661,827,-5.0000,2,0,0.8680,1.000,0.000,0.0000,0.0000,0.1446,0.2000,-5.0000,0.5892,0.0000
2662,828,-3.0000,1,0,0.9323,1.000,0.000,0.0000,0.0000,0.0701,0.2000,-3.0000,0.2452,0.0000
2663,829,-3.0000,1,0,0.9061,1.000,0.000,0.0000,0.0000,0.0986,0.2000,-3.0000,0.1603,0.0000
2665,830,-5.0000,2,0,0.8857,0.500,0.500,0.0000,0.0000,0.1229,0.2000,-5.0000,0.3603,0.0000
2666,831,-3.0000,1,0,0.9258,1.000,0.000,0.0000,0.0000,0.0771,0.2000,-3.0000,0.4575,0.0000
2667,832,-3.0000,1,0,0.9296,1.000,0.000,0.0000,0.0000,0.0730,0.2000,-3.0000,0.2652,0.0000
2668,833,-3.0000,1,0,0.9332,1.000,0.000,0.0000,0.0000,0.0692,0.2000,-3.0000,0.2799,0.0000
2669,834,-3.0000,1,0,0.9206,1.000,0.000,0.0000,0.0000,0.0827,0.2000,-3.0000,0.3119,0.0000
2678,835,-19.0000,9,0,0.8434,0.667,0.333,0.0000,0.0000,0.3543,0.2000,-19.0000,0.3550,0.0000
2682,836,-9.0000,4,0,0.8635,0.500,0.500,0.0000,0.0000,0.1475,0.2000,-9.0000,0.2355,0.0000
2684,837,-5.0000,2,0,0.9078,0.500,0.500,0.0000,0.0000,0.0972,0.2000,-5.0000,0.3078,0.0000
2686,838,-5.0000,2,0,0.9138,0.500,0.500,0.0000,0.0000,0.0906,0.2000,-5.0000,0.3603,0.0000
2687,839,-3.0000,1,0,0.9405,1.000,0.000,0.0000,0.0000,0.0613,0.2000,-3.0000,0.3039,0.0000
2688,840,-3.0000,1,0,0.9404,1.000,0.000,0.0000,0.0000,0.0615,0.2000,-3.0000,0.3305,0.0000
2691,841,-7.0000,3,0,0.9089,0.333,0.667,0.0000,0.0000,0.0958,0.2000,-7.0000,0.1789,0.0000
2692,842,-3.0000,1,0,0.9400,1.000,0.000,0.0000,0.0000,0.0619,0.2000,-3.0000,0.3140,0.0000
2693,843,-3.0000,1,0,0.9365,1.000,0.000,0.0000,0.0000,0.0656,0.2000,-3.0000,0.1673,0.0000
2696,844,-7.0000,3,0,0.8971,0.667,0.333,0.0000,0.0000,0.7866,0.2000,-7.0000,0.2419,0.0000
2706,845,-20.0000,10,0,0.8740,0.600,0.400,0.0000,0.0000,0.1354,0.2000,-20.0000,0.4929,0.0000
2708,846,-5.0000,2,0,0.9225,1.000,0.000,0.0000,0.0000,0.0809,0.2000,-5.0000,0.3608,0.0000
2709,847,-3.0000,1,0,0.9474,1.000,0.000,0.0000,0.0000,0.0540,0.2000,-3.0000,0.4801,0.0000
2710,848,-3.0000,1,0,0.9464,1.000,0.000,0.0000,0.0000,0.0550,0.2000,-3.0000,0.3165,0.0000
2712,849,-5.0000,2,0,0.9268,1.000,0.000,0.0000,0.0000,0.0762,0.2000,-5.0000,0.3182,0.0000
2713,850,-3.0000,1,0,0.9505,1.000,0.000,0.0000,0.0000,0.0507,0.2000,-3.0000,0.3325,0.0000
2714,851,-3.0000,1,0,0.9482,1.000,0.000,0.0000,0.0000,0.0532,0.2000,-3.0000,0.3512,0.0000
2717,852,-7.0000,3,0,0.9040,0.667,0.333,0.0000,0.0000,0.1012,0.2000,-7.0000,0.2230,0.0000
2718,853,-3.0000,1,0,0.9467,1.000,0.000,0.0000,0.0000,0.0547,0.2000,-3.0000,0.1146,0.0000
2719,854,-3.0000,1,0,0.9426,1.000,0.000,0.0000,0.0000,0.0591,0.2000,-3.0000,0.1989,0.0000
2720,855,-3.0000,1,0,0.9483,1.000,0.000,0.0000,0.0000,0.0531,0.2000,-3.0000,0.2398,0.0000
2722,856,-2.3693,2,0,0.9128,0.500,0.000,0.0000,0.0000,0.0913,0.2000,-2.5290,0.1794,0.0376
2724,857,-5.0000,2,0,0.9243,1.000,0.000,0.0000,0.0000,0.0789,0.2000,-5.0000,0.2678,0.0000
2726,858,-5.0000,2,0,0.9142,0.500,0.500,0.0000,0.0000,2.5132,0.2000,-5.0000,0.2136,0.0000
2732,859,-13.0000,6,0,0.8956,0.500,0.500,0.0000,0.0000,0.1109,0.2000,-13.0000,0.3954,0.0000
2733,860,-3.0000,1,0,0.9449,1.000,0.000,0.0000,0.0000,2.8986,0.2000,-3.0000,0.3141,0.0000
2743,861,-20.0000,10,0,0.8687,0.800,0.200,0.0000,0.0000,0.3191,0.2000,-20.0000,0.3598,0.0000
2748,862,-11.0000,5,0,0.8997,1.000,0.000,0.0000,0.0000,2.3334,0.2000,-11.0000,0.4281,0.0000
2750,863,-5.0000,2,0,0.9159,1.000,0.000,0.0000,0.0000,0.0882,0.2000,-5.0000,0.2608,0.0000
2759,864,-19.0000,9,0,0.8728,0.667,0.333,0.0000,0.0000,0.1367,0.2000,-19.0000,0.5156,0.0000
2761,865,-5.0000,2,0,0.8936,0.500,0.500,0.0000,0.0000,0.1132,0.2000,-5.0000,0.3672,0.0000
2762,866,-3.0000,1,0,0.9021,1.000,0.000,0.0000,0.0000,0.1031,0.2000,-3.0000,0.3214,0.0000
2763,867,-3.0000,1,0,0.9287,1.000,0.000,0.0000,0.0000,0.0740,0.2000,-3.0000,0.5490,0.0000
